,I_BOWMN,I_BRR023,I_CMBIE,I_CMPFW,I_DER001,I_DER004,I_DHC021,I_ENGLB,I_FRDYC,I_FRNCH,I_JKSMD,I_LCBRF,I_MERLC,I_MFY013,I_NBLDB,I_NFY029,I_OGN005,I_RLLNS,I_SCOTF,I_SFD003,I_SFY007,I_SFY048,I_SLT009,I_SPLDG,I_WLF013
1982-03-31,8.65,24.65,8.11,4.19,9.51,10.87,18.72,33.42,6.06,1.77,10.11,6.09,17.20533046913286,51.27,92.14,98.81,15.04,57.11,10.87,2.72,56.6,12.0,26.25,15.62,5.1
1982-04-30,17.94,45.05,14.82,7.65,15.54,17.76,35.52,2.9,17.89,3.67,20.51,13.64,17.662799574426586,97.16,238.08,167.92,29.5,107.78,17.76,4.44,108.54,34.19,49.06,34.71,9.32
1982-05-31,26.49,5.59,1.84,0.95,2.73,3.12,2.18,0.0,43.45,5.42,16.22,21.8,3.0353684901973566,96.26,94.11,185.63,6.87,23.84,3.12,0.78,20.99,66.35,39.61,39.23,1.16
1982-06-30,14.9,3.04,1.0,0.52,1.27,1.45,0.79,0.0,34.82,3.05,6.79,10.39,0.6820218340836561,38.82,33.63,99.73,1.42,12.06,1.45,0.36,3.7,40.64,12.82,15.08,0.63
1982-07-31,5.01,2.4,0.79,0.41,1.2,1.37,0.67,0.0,9.1,1.03,4.55,1.49,1.2902933496951758,7.2,24.34,34.27,0.65,7.35,1.37,0.34,6.11,7.3,3.3,3.67,0.5
1982-08-31,0.4,0.21,0.07,0.04,0.75,0.86,0.39,0.0,1.29,0.08,0.76,0.2,0.9849165720033852,3.18,14.71,16.85,0.27,4.48,0.86,0.21,3.81,0.63,1.13,0.51,0.04
1982-09-30,0.0,2.98,0.98,0.51,1.09,1.25,0.53,23.83,4.21,0.0,1.09,0.65,0.4022406381990038,3.09,8.75,15.02,0.29,2.05,1.25,0.31,3.5,2.96,0.84,2.31,0.62
1982-10-31,7.16,5.41,1.78,0.92,1.81,2.07,0.95,0.0,11.68,1.47,4.21,6.63,2.039025684403719,8.15,9.1,26.48,1.05,9.76,2.07,0.52,2.88,15.03,8.11,11.31,1.12
1982-11-30,4.66,19.33,6.36,3.28,4.36,4.98,9.5,12.83,3.99,0.95,4.52,4.61,4.691891769185659,16.35,31.88,37.11,5.54,25.47,4.98,1.25,18.03,8.39,15.49,11.31,4.0
1982-12-31,5.75,25.78,8.48,4.38,9.01,10.3,17.28,27.4,2.91,1.18,4.98,4.33,15.217647048899252,47.86,66.45,71.45,14.8,53.23,10.3,2.57,50.0,6.89,28.28,13.3,5.33
1983-01-31,4.58,17.36,5.71,2.95,11.18,12.78,16.83,23.98,1.6,0.94,4.06,3.63,14.586963528928237,43.77,51.83,57.52,11.31,42.55,12.78,3.19,41.57,5.32,23.61,10.57,3.59
1983-02-28,5.95,36.97,12.16,6.28,13.93,15.92,27.41,39.1,2.51,1.22,0.0,4.13,25.611953934694718,63.07,151.1,91.03,26.33,87.99,15.92,3.98,79.88,5.57,34.47,12.25,7.65
1983-03-31,13.56,53.05,17.45,9.01,19.8,22.63,43.4,37.49,5.45,2.78,11.47,10.65,48.3050630270928,99.23,256.12,162.33,34.2,122.9,22.63,5.66,124.01,17.0,55.38,27.84,10.98
1983-04-30,7.76,15.05,4.95,2.56,7.06,8.07,12.0,23.51,4.32,1.59,7.41,6.57,6.864623086992025,49.42,89.94,89.14,14.88,52.3,8.07,2.02,49.95,12.47,26.77,17.7,3.11
1983-05-31,28.72,7.08,2.33,1.2,4.56,5.21,7.91,7.51,30.43,5.88,37.88,26.36,4.745298661706457,75.79,96.06,181.76,12.96,42.22,5.21,1.3,32.52,64.38,48.85,51.34,1.47
1983-06-30,32.34,3.68,1.21,0.62,1.56,1.78,1.79,0.0,59.43,6.62,57.09,31.53,1.9663940549443597,63.66,65.28,215.82,3.57,15.5,1.78,0.45,0.0,95.5,41.36,68.54,0.76
1983-07-31,15.6,2.74,0.9,0.46,1.17,1.34,0.75,0.0,38.5,3.2,6.63,10.64,1.5735845897053056,33.42,31.77,85.1,0.83,10.79,1.34,0.33,0.0,40.63,9.82,19.76,0.57
1983-08-31,3.34,0.88,0.29,0.15,0.88,1.01,0.37,0.0,8.98,0.68,2.85,1.76,1.122156101503947,5.33,18.08,25.65,0.41,6.98,1.01,0.25,3.11,4.92,2.31,0.29,0.18
1983-09-30,0.0,2.19,0.72,0.37,1.09,1.25,0.35,0.0,7.53,0.0,1.25,0.48,0.40904328030329395,3.56,13.64,15.24,0.71,2.87,1.25,0.31,2.42,1.1,1.28,0.0,0.45
1983-10-31,2.44,0.49,0.16,0.08,1.67,1.91,0.58,0.0,10.0,0.5,2.13,1.5,1.5869742649091845,4.35,11.62,16.87,0.94,7.63,1.91,0.48,5.46,5.24,1.71,0.62,0.1
1983-11-30,24.88,14.74,4.85,2.5,7.57,8.65,15.62,35.85,17.09,5.1,14.59,18.08,10.306386749384453,56.82,83.6,105.98,13.8,46.94,8.65,2.16,15.91,38.0,30.67,47.51,3.05
1983-12-31,18.03,31.49,10.36,5.35,14.5,16.57,34.51,0.0,10.27,3.69,13.66,14.21,23.889009696023848,89.76,213.48,162.45,33.72,90.19,16.57,4.14,84.92,27.63,51.59,39.85,6.52
1984-01-31,6.11,7.66,2.52,1.3,4.23,4.83,6.38,3.84,6.64,1.25,5.63,5.91,11.579119207457772,35.15,64.72,82.21,9.86,33.27,4.83,1.21,29.42,11.76,16.55,12.01,1.59
1984-02-29,4.15,11.89,3.91,2.02,5.18,5.92,10.8,11.32,3.6,0.85,4.85,3.83,7.951732695003891,24.48,57.55,52.97,6.94,31.2,5.92,1.48,26.44,7.33,14.54,7.75,2.46
1984-03-31,8.41,7.3,2.4,1.24,4.32,4.94,6.65,6.06,6.12,1.72,7.58,7.41,5.969048317471071,33.86,73.93,75.69,7.96,32.95,4.94,1.23,28.45,15.88,20.7,16.88,1.51
1984-04-30,9.13,4.8,1.58,0.82,2.51,2.87,2.82,2.26,10.44,1.87,6.07,8.11,2.1856470861099595,34.1,39.55,69.02,4.5,22.79,2.87,0.72,18.12,20.39,15.47,15.76,0.99
1984-05-31,20.14,2.77,0.91,0.47,1.84,2.1,1.06,0.0,39.48,4.13,18.02,18.45,1.3907944851764356,43.08,35.94,115.41,2.9,17.2,2.1,0.53,0.0,57.48,14.72,25.78,0.57
1984-06-30,9.07,1.67,0.55,0.28,1.19,1.36,0.44,0.0,24.5,1.86,10.67,5.86,0.5817617719672654,12.16,25.12,55.59,0.98,11.43,1.36,0.34,0.11,22.88,4.09,13.74,0.35
1984-07-31,0.0,0.82,0.27,0.14,0.79,0.9,0.18,0.0,2.06,0.0,1.91,0.4,0.25797458640694515,3.82,18.5,19.18,0.23,6.6,0.9,0.23,0.73,1.98,1.48,3.33,0.17
1984-08-31,3.68,0.0,0.0,0.0,0.7,0.8,0.13,0.0,1.07,0.75,0.6,0.11,1.138016797409506,2.59,10.88,12.29,0.19,5.25,0.8,0.2,2.24,0.26,0.84,1.47,0.0
1984-09-30,0.44,1.85,0.61,0.31,0.62,0.71,0.14,0.0,3.59,0.09,0.0,0.15,0.39557543185760835,2.43,4.07,9.97,0.25,4.76,0.71,0.18,2.17,1.41,0.64,1.5,0.38
1984-10-31,1.0,3.34,1.1,0.57,1.02,1.17,0.49,0.07,2.46,0.21,0.97,0.38,1.2976818834584598,2.87,7.84,12.41,0.39,3.6,1.17,0.29,5.11,1.63,1.18,1.27,0.69
1984-11-30,5.45,7.33,2.41,1.24,3.9,4.46,3.84,11.79,3.83,1.12,3.79,3.79,5.037480458993627,15.61,27.99,33.96,5.28,20.83,4.46,1.11,16.84,8.22,9.93,13.13,1.52
1984-12-31,4.26,3.01,0.99,0.51,1.52,1.74,2.32,0.0,1.36,0.87,1.57,1.71,2.283260573883151,9.33,24.05,22.39,3.28,12.39,1.74,0.43,10.1,3.21,5.53,4.95,0.62
1985-01-31,1.43,3.44,1.13,0.58,0.99,1.13,1.07,0.0,1.25,0.29,0.27,1.32,1.5343554350137651,6.35,18.3,15.91,1.91,7.44,1.13,0.28,7.28,2.48,3.2,4.38,0.71
1985-02-28,2.22,10.31,3.39,1.75,3.99,4.56,6.56,15.66,1.55,0.45,1.86,1.91,4.453610593489593,10.88,23.63,21.03,5.14,16.08,4.56,1.14,15.2,3.58,5.43,4.64,2.13
1985-03-31,3.62,12.16,4.0,2.07,3.88,4.43,5.82,15.2,2.58,0.74,3.1,3.49,3.891786269417107,14.64,29.25,29.84,6.01,18.89,4.43,1.11,16.95,6.67,9.92,8.57,2.52
1985-04-30,7.06,3.13,1.03,0.53,2.58,2.95,1.4,0.0,16.93,1.45,18.81,15.02,3.500111876727629,33.49,56.33,85.63,8.28,18.33,2.95,0.74,15.82,35.87,25.75,21.71,0.65
1985-05-31,21.09,1.67,0.55,0.28,1.2,1.37,0.25,0.0,22.6,4.32,18.79,11.63,0.9590567918806165,16.85,26.24,70.9,1.85,7.21,1.37,0.34,2.54,33.46,9.83,10.56,0.35
1985-06-30,3.77,0.33,0.11,0.06,0.89,1.02,0.05,2.15,6.13,0.77,4.28,1.38,0.4474404654515425,4.8,5.84,22.78,0.55,3.96,1.02,0.25,3.4,5.01,2.17,1.22,0.07
1985-07-31,0.2,0.0,0.0,0.0,0.42,0.48,0.01,0.26,1.17,0.04,0.83,0.07,0.262936491494564,2.29,3.59,11.18,0.38,6.08,0.48,0.12,1.17,0.56,0.85,0.0,0.0
1985-08-31,0.19,0.0,0.0,0.0,0.9,1.03,0.03,0.0,0.0,0.04,0.27,0.09,0.1763933614558191,1.8,3.05,8.4,0.24,3.62,1.03,0.26,2.18,0.38,0.55,0.53,0.0
1985-09-30,0.48,0.97,0.32,0.17,0.94,1.07,0.13,1.61,2.91,0.1,0.88,0.17,0.5698149727422681,2.01,2.91,8.75,0.26,3.61,1.07,0.27,3.28,1.84,0.78,0.81,0.2
1985-10-31,0.75,1.76,0.58,0.3,1.64,1.87,0.14,0.0,1.63,0.15,0.58,0.16,1.2750854551508826,1.94,5.49,8.52,0.32,1.01,1.87,0.47,2.72,0.37,0.77,2.15,0.36
1985-11-30,1.2,7.11,2.34,1.21,1.53,1.75,2.04,7.76,1.11,0.25,1.06,0.3,1.956347552850385,4.96,7.54,11.34,1.12,8.41,1.75,0.44,7.97,0.56,1.85,3.53,1.47
1985-12-31,3.01,10.12,3.33,1.72,2.26,2.58,1.47,9.87,1.54,0.62,1.61,1.98,2.824760720134027,11.39,13.94,21.77,2.8,11.45,2.58,0.65,13.71,4.0,8.55,10.66,2.09
1986-01-31,9.74,14.81,4.87,2.51,3.98,4.55,8.89,16.35,5.62,1.99,6.71,8.18,11.899259431954807,25.78,42.32,53.03,7.73,22.76,4.55,1.14,23.22,16.7,27.9,17.52,3.06
1986-02-28,30.16,92.81,30.53,15.76,24.56,28.07,43.36,195.86,20.27,6.18,29.23,24.18,44.74443454456596,128.93,258.8,242.53,46.64,155.6,28.07,7.02,114.03,47.47,104.07,85.14,19.2
1986-03-31,21.98,37.3,12.27,6.34,11.44,13.07,21.36,82.97,19.43,4.5,15.59,19.14,17.081147413228322,84.07,126.31,172.35,12.11,62.78,13.07,3.27,56.91,41.34,43.83,48.03,7.72
1986-04-30,14.79,4.2,1.38,0.71,2.35,2.69,2.23,1.56,19.97,3.03,2.37,12.63,2.813725643381545,47.31,41.94,84.67,4.18,15.63,2.69,0.67,17.03,32.98,16.04,11.11,0.87
1986-05-31,15.54,4.2,1.38,0.71,3.09,3.53,0.83,0.83,36.87,3.18,14.98,15.8,1.64209569455825,30.71,28.73,81.53,2.09,6.66,3.53,0.88,0.0,50.54,10.52,9.59,0.87
1986-06-30,8.42,1.61,0.53,0.27,2.36,2.7,0.24,0.0,20.55,1.73,1.58,5.2,0.4916151862364728,16.71,17.19,42.71,0.85,0.0,2.7,0.67,2.09,20.58,3.15,13.95,0.33
1986-07-31,2.31,0.79,0.26,0.13,1.26,1.44,0.07,0.0,2.7,0.47,0.67,0.21,0.4909678096445162,3.35,7.38,16.6,0.33,5.7,1.44,0.36,3.11,1.08,1.21,0.0,0.16
1986-08-31,0.0,0.0,0.0,0.0,0.61,0.7,0.03,0.0,2.91,0.0,0.25,0.09,1.086098807997132,2.23,5.82,11.49,0.23,2.62,0.7,0.17,0.0,0.51,0.72,0.65,0.0
1986-09-30,1.57,1.88,0.62,0.32,1.1,1.26,0.3,4.48,2.16,0.32,0.71,0.37,0.559844812650681,3.16,4.96,13.65,0.49,5.37,1.26,0.31,5.26,1.51,2.02,3.3,0.39
1986-10-31,1.71,2.19,0.72,0.37,1.77,2.02,0.92,0.0,2.07,0.35,0.46,0.69,1.2034274159368592,3.19,7.07,13.04,0.61,0.0,2.02,0.51,3.61,2.71,1.65,3.43,0.45
1986-11-30,0.42,1.64,0.54,0.28,0.76,0.87,1.1,0.0,0.4,0.09,0.43,0.28,1.566275629156935,2.8,8.17,9.23,0.46,0.45,0.87,0.22,2.91,0.68,1.03,1.34,0.34
1986-12-31,2.27,2.01,0.66,0.34,0.44,0.5,1.38,0.0,0.44,0.46,0.48,0.25,2.198829082525556,1.88,8.39,9.05,0.63,5.95,0.5,0.13,2.91,0.51,1.27,0.95,0.42
1987-01-31,1.39,4.44,1.46,0.75,1.34,1.53,2.16,3.2,0.71,0.28,0.65,0.43,1.8531481149338669,2.85,11.1,11.76,3.82,5.65,1.53,0.38,7.04,0.84,2.55,3.65,0.92
1987-02-28,4.35,11.31,3.72,1.92,3.12,3.57,4.41,13.66,1.9,0.89,2.18,2.52,3.2676976069664803,13.84,25.79,32.41,3.69,11.37,3.57,0.89,15.8,4.84,13.55,10.22,2.34
1987-03-31,5.9,15.53,5.11,2.64,3.74,4.27,8.51,34.05,3.23,1.21,3.83,4.22,11.520155602758612,22.05,23.05,43.33,3.07,14.04,4.27,1.07,20.04,8.75,22.02,11.97,3.21
1987-04-30,12.1,2.46,0.81,0.42,1.43,1.63,1.76,0.0,17.78,2.48,12.88,12.84,1.6239273969275665,10.81,20.19,49.51,1.41,5.02,1.63,0.41,0.0,31.94,10.06,11.28,0.51
1987-05-31,7.37,0.79,0.26,0.13,1.06,1.21,0.36,4.63,12.28,1.51,8.61,5.3,0.7039099391478203,6.52,7.33,32.19,0.99,4.84,1.21,0.3,1.05,15.39,4.4,5.88,0.16
1987-06-30,1.14,0.0,0.0,0.0,0.78,0.89,0.2,2.16,0.88,0.23,1.31,0.36,0.3684306597195715,3.01,1.61,11.26,0.39,3.84,0.89,0.22,1.59,1.12,1.35,1.16,0.0
1987-07-31,0.31,0.0,0.0,0.0,0.53,0.61,0.11,0.84,0.0,0.06,0.64,0.06,0.19563831720251912,1.67,1.67,8.23,0.17,3.63,0.61,0.15,1.88,0.42,0.8,0.94,0.0
1987-08-31,1.84,0.0,0.0,0.0,0.8,0.91,0.08,0.0,0.16,0.38,0.21,0.07,0.24342933416327384,1.32,1.68,6.38,0.13,1.73,0.91,0.23,0.09,0.39,0.46,1.78,0.0
1987-09-30,0.0,0.4,0.13,0.07,0.73,0.83,0.06,0.0,2.87,0.0,0.0,0.05,0.4108474159011024,1.17,1.49,5.65,0.12,1.88,0.83,0.21,0.13,0.52,0.36,1.58,0.08
1987-10-31,0.0,1.16,0.38,0.2,0.32,0.37,0.6,0.0,0.12,0.0,0.15,0.14,0.8270793494944059,1.32,2.86,6.06,0.27,2.04,0.37,0.09,0.8,0.46,0.43,1.24,0.24
1987-11-30,2.45,2.04,0.67,0.35,0.64,0.73,0.96,0.0,0.15,0.5,0.27,0.2,1.2471775053596046,1.88,4.42,6.98,0.53,2.21,0.73,0.18,3.01,0.27,0.72,0.62,0.42
1987-12-31,4.1,9.09,2.99,1.54,2.65,3.03,5.12,17.44,1.97,0.84,2.18,1.77,5.521738661833185,18.47,19.0,29.09,4.12,10.93,3.03,0.76,11.77,3.36,11.97,8.39,1.88
1988-01-31,3.98,16.6,5.46,2.82,4.06,4.64,5.74,33.05,1.2,0.82,1.62,1.56,5.93761839507124,13.05,20.24,23.6,5.97,20.25,4.64,1.16,20.4,2.88,7.45,7.01,3.43
1988-02-29,2.95,2.49,0.82,0.42,1.18,1.35,2.44,7.93,1.97,0.6,1.61,2.96,3.3114069485598616,2.51,13.72,19.67,9.01,5.82,1.35,0.34,6.69,5.71,8.35,5.98,0.52
1988-03-31,5.74,2.49,0.82,0.42,1.6,1.83,2.34,10.94,6.24,1.18,5.09,6.4,3.1768459879657023,11.96,13.41,30.39,3.09,6.66,1.83,0.46,6.55,13.73,14.41,9.03,0.52
1988-04-30,8.06,3.95,1.3,0.67,1.74,1.99,1.51,17.71,10.96,1.65,8.84,7.83,1.824789080544953,9.61,8.71,34.79,2.2,6.17,1.99,0.5,3.67,19.84,10.79,8.72,0.82
1988-05-31,6.68,1.43,0.47,0.24,1.23,1.41,0.82,13.68,11.36,1.37,7.44,4.82,1.0076281918659475,8.04,3.76,29.47,2.01,5.3,1.41,0.35,3.79,14.81,7.25,7.27,0.3
1988-06-30,2.88,0.67,0.22,0.11,0.89,1.02,0.28,7.98,4.15,0.59,2.86,1.21,0.543185392877362,4.34,0.49,15.22,1.2,2.75,1.02,0.25,2.69,4.53,3.17,3.2,0.14
1988-07-31,0.72,0.0,0.0,0.0,0.88,1.01,0.12,4.46,0.0,0.15,0.7,0.08,0.21458595283487017,2.04,1.13,8.04,0.39,2.21,1.01,0.25,1.63,0.54,1.08,1.84,0.0
1988-08-31,0.3,0.0,0.0,0.0,0.63,0.72,0.08,0.0,0.0,0.06,0.26,0.05,0.3301883653584099,1.21,1.26,5.94,0.21,1.78,0.72,0.18,0.64,0.57,0.59,0.89,0.0
1988-09-30,0.53,0.0,0.0,0.0,0.82,0.94,0.05,0.0,3.34,0.11,0.0,0.06,0.2978313359471337,0.94,1.12,5.08,0.08,1.87,0.94,0.23,0.32,0.57,0.42,1.11,0.0
1988-10-31,0.54,0.85,0.28,0.14,0.51,0.58,0.67,0.0,0.26,0.11,0.17,0.06,0.8749612940503046,1.15,3.26,5.28,0.12,0.0,0.58,0.15,0.74,0.36,0.4,2.1,0.18
1988-11-30,2.56,6.9,2.27,1.17,2.78,3.18,2.09,27.17,2.19,0.52,2.41,2.2,2.5204068978314256,11.6,12.66,23.82,3.27,12.78,3.18,0.79,12.49,4.39,8.97,10.73,1.43
1988-12-31,3.18,10.15,3.34,1.72,2.68,3.06,2.1,4.55,1.56,0.65,1.37,1.61,3.08350542768025,6.2,12.87,13.86,0.93,7.77,3.06,0.77,6.42,3.09,3.44,2.95,2.1
1989-01-31,2.5,11.46,3.77,1.95,2.19,2.5,1.9,5.05,1.23,0.51,1.22,1.39,1.998412171562313,9.71,18.37,16.63,2.79,12.21,2.5,0.63,10.26,2.64,3.58,4.28,2.37
1989-02-28,2.54,6.11,2.01,1.04,2.13,2.43,2.33,5.82,2.07,0.52,2.28,2.87,1.6204007893461547,15.11,27.67,27.61,5.96,12.48,2.43,0.61,14.02,5.49,9.86,7.13,1.26
1989-03-31,24.06,51.74,17.02,8.79,15.17,17.34,18.49,95.07,14.55,4.93,20.93,19.36,19.13448255320683,83.39,159.13,163.37,30.69,72.82,17.34,4.33,82.13,39.27,72.96,32.35,10.71
1989-04-30,20.08,9.7,3.19,1.65,3.36,3.84,4.03,0.0,22.31,4.11,27.43,19.94,4.325727255951417,41.76,79.35,127.28,6.12,21.98,3.84,0.96,15.95,47.56,31.46,23.84,2.01
1989-05-31,14.99,8.42,2.77,1.43,2.04,2.33,0.57,0.0,28.27,3.07,22.09,14.84,1.005481540126269,19.18,36.03,85.84,3.38,9.51,2.33,0.58,0.0,43.47,10.46,13.21,1.74
1989-06-30,5.83,1.52,0.5,0.26,1.33,1.52,0.27,0.0,17.64,1.19,8.75,4.58,0.4582731331341065,7.11,13.2,37.48,1.4,7.98,1.52,0.38,1.51,17.71,2.93,5.15,0.31
1989-07-31,1.61,0.4,0.13,0.07,1.22,1.39,0.16,0.0,0.0,0.33,1.0,0.12,0.2418732501084193,2.81,5.36,13.95,0.38,5.75,1.39,0.35,2.43,1.8,1.22,2.06,0.08
1989-08-31,0.53,0.0,0.0,0.0,0.85,0.97,0.1,0.93,0.0,0.11,0.72,0.1,0.4329003886882319,2.04,4.57,10.05,0.24,3.65,0.97,0.24,1.36,0.5,0.76,0.86,0.0
1989-09-30,1.2,1.09,0.36,0.19,1.17,1.34,0.08,2.23,3.66,0.25,0.8,0.2,0.4649113955592483,2.11,3.54,9.29,0.26,3.42,1.34,0.33,1.84,0.72,0.85,0.93,0.23
1989-10-31,2.82,2.71,0.89,0.46,2.24,2.56,1.15,1.63,4.19,0.58,1.94,0.94,1.6185692296841023,5.27,9.47,17.46,0.79,5.68,2.56,0.64,5.01,2.47,3.84,3.31,0.56
1989-11-30,3.52,4.8,1.58,0.82,1.45,1.66,1.32,0.0,1.67,0.72,1.55,1.21,2.268378305748789,4.95,14.64,15.52,1.46,7.44,1.66,0.41,5.94,2.46,2.74,3.63,0.99
1989-12-31,1.6,2.89,0.95,0.49,0.62,0.71,1.17,0.0,1.47,0.33,1.31,1.12,1.1559270634046857,4.31,13.74,13.32,0.52,6.3,0.71,0.18,4.74,2.19,2.05,1.78,0.6
1990-01-31,4.71,13.86,4.56,2.35,3.14,3.59,3.27,14.44,2.94,0.96,2.95,2.92,2.6021594181051855,11.24,24.87,25.2,3.09,12.24,3.59,0.9,10.36,5.78,8.36,5.63,2.87
1990-02-28,2.2,12.04,3.96,2.04,3.16,3.61,2.14,10.08,1.63,0.45,2.08,1.67,2.7847644596803374,9.44,20.41,18.1,2.27,10.33,3.61,0.9,10.21,3.24,3.88,5.15,2.49
1990-03-31,5.68,7.51,2.47,1.28,3.13,3.58,3.26,10.51,5.85,1.16,5.8,7.47,4.72494845262103,23.62,43.59,48.74,7.7,18.38,3.58,0.89,20.14,15.45,18.9,11.12,1.55
1990-04-30,13.29,2.86,0.94,0.49,1.49,1.7,1.44,0.0,16.82,2.72,17.98,13.69,2.1630108771914855,20.59,39.66,64.92,3.33,6.67,1.7,0.43,3.16,33.65,16.98,10.21,0.59
1990-05-31,11.29,3.25,1.07,0.55,1.93,2.21,1.02,14.99,13.64,2.31,11.19,6.45,1.041332600670742,15.26,13.91,48.83,1.68,9.23,2.21,0.55,5.8,19.56,12.62,9.0,0.67
1990-06-30,4.12,3.16,1.04,0.54,1.58,1.81,0.33,21.96,5.36,0.84,5.77,2.19,0.6780247548040633,12.58,3.18,36.83,2.41,7.8,1.81,0.45,7.78,7.81,9.17,3.84,0.65
1990-07-31,0.96,0.0,0.0,0.0,1.18,1.35,0.11,6.34,0.0,0.2,0.91,0.09,0.2038847273404798,3.24,3.05,12.27,0.39,4.22,1.35,0.34,2.82,0.46,1.59,0.0,0.0
1990-08-31,0.0,0.0,0.0,0.0,0.88,1.01,0.07,2.5,0.17,0.0,0.74,0.06,0.15431018986727452,1.91,2.54,7.94,0.26,1.48,1.01,0.25,0.97,0.56,0.81,2.09,0.0
1990-09-30,0.28,0.15,0.05,0.03,0.85,0.97,0.05,0.75,2.23,0.06,0.61,0.06,0.390761743106701,1.63,1.95,6.46,0.18,0.07,0.97,0.24,1.03,1.34,0.61,0.81,0.03
1990-10-31,0.0,1.52,0.5,0.26,1.61,1.84,0.52,0.0,2.15,0.0,0.45,0.1,0.739023073580741,1.53,3.56,6.91,0.17,0.86,1.84,0.46,0.45,0.38,0.59,0.0,0.31
1990-11-30,0.54,0.88,0.29,0.15,0.71,0.81,0.72,0.0,0.0,0.11,0.17,0.09,0.8815410551373196,1.71,5.22,7.01,0.27,2.56,0.81,0.2,2.49,0.12,0.71,0.06,0.18
1990-12-31,1.54,1.4,0.46,0.24,0.69,0.79,0.89,0.0,0.78,0.31,0.34,0.1,1.4967596584040574,1.8,5.93,7.15,0.28,2.36,0.79,0.2,2.06,0.15,0.73,0.0,0.29
1991-01-31,0.3,1.31,0.43,0.22,0.72,0.82,0.9,0.0,0.0,0.06,0.43,0.12,1.4838028029864776,1.9,7.48,7.2,0.34,1.73,0.82,0.21,2.93,0.18,0.86,0.0,0.27
1991-02-28,2.45,2.71,0.89,0.46,0.81,0.93,1.03,0.0,1.21,0.5,0.73,0.31,0.9234440893284921,2.51,7.35,7.9,0.45,2.57,0.93,0.23,4.02,0.49,1.8,0.93,0.56
1991-03-31,8.55,37.67,12.39,6.4,8.98,10.26,8.5,42.49,0.78,1.75,5.58,5.64,8.889573072600886,25.62,55.41,57.45,7.93,26.4,10.26,2.57,38.98,10.07,18.6,15.03,7.79
1991-04-30,8.76,4.26,1.4,0.72,2.57,2.94,3.78,6.09,8.76,1.79,7.82,9.58,5.270751815005648,27.21,42.24,57.25,8.54,17.27,2.94,0.73,19.01,20.83,22.38,12.78,0.88
1991-05-31,15.36,3.4,1.12,0.58,1.73,1.98,1.24,3.79,21.32,3.15,19.44,14.13,1.4151354555129458,25.01,25.71,72.25,5.16,13.94,1.98,0.49,11.12,36.42,21.36,14.59,0.7
1991-06-30,7.41,1.85,0.61,0.31,1.02,1.17,0.23,4.2,15.34,1.52,9.64,5.94,0.4559817979405664,10.69,8.39,40.68,1.42,10.85,1.17,0.29,3.73,18.68,6.38,5.11,0.38
1991-07-31,1.51,0.33,0.11,0.06,1.21,1.38,0.11,2.63,0.09,0.31,1.62,0.45,0.19656901440100327,3.42,2.82,12.83,0.53,6.38,1.38,0.35,2.99,1.07,1.68,2.58,0.07
1991-08-31,0.45,0.06,0.02,0.01,0.56,0.64,0.08,0.0,1.56,0.09,0.45,0.07,0.3256506913755111,2.0,2.57,8.47,0.25,4.23,0.64,0.16,1.99,0.44,0.79,1.04,0.01
1991-09-30,0.0,0.0,0.0,0.0,0.73,0.83,0.04,0.0,2.72,0.0,0.33,0.06,0.2579542500683197,1.44,1.88,6.36,0.16,2.75,0.83,0.21,0.0,0.55,0.55,0.77,0.0
1991-10-31,1.97,1.95,0.64,0.33,0.67,0.77,0.46,1.29,0.28,0.4,0.68,0.12,0.658555359797165,2.02,3.69,7.79,0.43,0.0,0.77,0.19,2.17,0.72,0.94,3.04,0.4
1991-11-30,2.0,1.85,0.61,0.31,0.66,0.75,0.62,0.0,0.93,0.41,0.75,0.32,0.7528319842516432,2.89,6.27,9.07,0.61,3.88,0.75,0.19,2.81,1.06,1.22,2.45,0.38
1991-12-31,2.27,2.64,0.87,0.45,0.81,0.93,1.07,0.0,0.57,0.47,0.73,0.55,1.6895630963183514,3.22,8.33,9.52,0.82,3.97,0.93,0.23,3.89,0.92,1.64,2.47,0.55
1992-01-31,1.12,4.16,1.37,0.71,1.46,1.67,1.58,1.28,0.53,0.23,0.52,0.63,2.1577667212580547,3.71,8.86,9.89,1.16,5.25,1.67,0.42,5.11,1.08,1.9,2.38,0.86
1992-02-29,5.26,25.6,8.42,4.35,6.75,7.71,7.37,50.34,2.68,1.08,2.71,4.19,6.97277870167049,20.75,26.07,35.29,7.9,26.33,7.71,1.93,24.7,8.27,15.94,12.12,5.3
1992-03-31,7.02,9.64,3.17,1.64,2.77,3.17,4.64,21.65,5.13,1.44,4.99,7.01,6.4142546086264876,18.1,21.6,39.59,6.76,16.65,3.17,0.79,12.96,15.27,19.47,9.67,1.99
1992-04-30,12.5,2.86,0.94,0.49,1.44,1.65,2.02,12.24,18.32,2.56,15.02,13.5,2.3368910931651534,18.24,16.16,58.24,3.25,7.7,1.65,0.41,2.15,35.01,18.05,8.49,0.59
1992-05-31,4.53,0.15,0.05,0.03,0.97,1.11,0.34,6.05,9.22,0.93,5.85,3.59,0.66580733766855,6.45,3.84,25.71,0.66,4.22,1.11,0.28,1.52,10.96,4.1,1.81,0.03
